Latitude,Longitude,Name,Street,City,State,Country,Zipcode,Category,Photo URL,Description,Y,OBJECTID,Direction,Location,InstallDate,Function,MonitoredSchool,Speed_Enc,RLC_Enf,SZ_Enf,SZSpeedLimit,SZTriggerSpeed,RegSpeedLimit,TriggerSpeed,X
29.96446,-90.12056,Earhart @ Monroe,8635 Earhart Boulevard,New Orleans,Louisiana,United States,70118,Surveillance,,There is a camera at the corner of Earhart and Monroe on a telephone pole in front of the old Church's Chicken.,,,,,,,,,,,,,,,
29.96555,-90.125489,Earhart @ Hamilton,2805 Hamilton Street,New Orleans,Louisiana,United States,70118,Surveillance,,There is a camera on the lake side corner of Earhart and Hamilton by the traffic light just before the Earhart Expressway begins.,,,,,,,,,,,,,,,
29.968646,-90.104059,S. Pierce St. & Ulloa St,Ulloa Street,New Orleans,Louisiana,United States,70119,Surveillance,,NOPD Quality & Neighborhood Safety Camera on utility pole.,,,,,,,,,,,,,,,
29.968646,-90.104059,S. Carrollton Ave. & Ulloa St.,Ulloa Street,New Orleans,Louisiana,United States,70119,Surveillance,,NOPD Quality & Neighborhood Safety Camera on utility pole.,,,,,,,,,,,,,,,
29.968199,-90.101478,S. Cortez St. & D' Hemecourt St.,D Hemecourt Street,New Orleans,Louisiana,United States,70119,Traffic,,NOPD Quality & Neighborhood Safety Camera on utility pole.,,,,,,,,,,,,,,,
29.932678,-90.0892,Dryades & Sixth,,New Orleans,Louisiana,United States,,Surveillance,,dryades & sixth,,,,,,,,,,,,,,,
29.963086,-90.11288,Carrollton at Olive,,New Orleans,Louisiana,United States,,Surveillance,,"Carrollton at Olive in the neutral ground facing the post office, 1 of 2 cameras",,,,,,,,,,,,,,,
29.953838,-90.118414,S. Claiborne @ Burdette,7800 South Claiborne Avenue,New Orleans,Louisiana,United States,70125,Surveillance,,There is a camera on a utility pole on the corner S. Claiborne and Burdette on the East bound side of the road.,,,,,,,,,,,,,,,
29.973528,-90.058539,N. Claiborne @ Frenchman,1601 Frenchmen Street,New Orleans,Louisiana,United States,70116,Surveillance,,There is a camera on a utility pole on a utility pole at the corner of N. Claiborne and Frenchman two blocks before the entrance to I-10 West.,,,,,,,,,,,,,,,
29.926964,-90.102408,St. Charles @ Napoleon,4401 Saint Charles Avenue,New Orleans,Louisiana,United States,70115,Surveillance,,"There is a camera on a utility pole at the corner of St. Charles and Napoleon, right by the bank and the bus stop.",,,,,,,,,,,,,,,
29.920585,-90.101178,Napoleon @ Magazine,4336 Magazine Street,New Orleans,Louisiana,United States,70115,Surveillance,,"There is a camera on a utility pole at the corner of Magazine and Napoleon, right in front of Ms. Mae's The Club.",,,,,,,,,,,,,,,
29.991673,-90.06663,New Orleans Street Near I-610 Exit,3411 New Orleans Street,New Orleans,Louisiana,United States,70122,Surveillance,,There is a camera on a utility pole in front of a private residence near the outlet for the New Orleans St-N Broad St I-610 exit.,,,,,,,,,,,,,,,
29.962019,-90.123223,Monroe @ Belfast,8638 Belfast Street,New Orleans,Louisiana,United States,70118,Surveillance,,"There is a camera at the corner of Monroe and Belfast streets, right across the street from McKenzie's Food Store.",,,,,,,,,,,,,,,
29.939772,-90.103814,S. Claiborne @ Napoleon,4400 South Claiborne Avenue,New Orleans,Louisiana,United States,70125,Surveillance,,"There is a camera on a utility pole at the corner of S. Claiborne and Napoleon, right in front of the Walgreens Pharmacy.",,,,,,,,,,,,,,,
29.97361,-90.060937,N. Claiborne @ Pauger,1839 North Claiborne Avenue,New Orleans,Louisiana,United States,70116,Surveillance,,"There is a camera on a utility pole on a utility pole at the corner of N. Claiborne and Pauger, near N. Claiborne Used Tires, one block before the entrance to I-10 West.",,,,,,,,,,,,,,,
29.958041,-90.10964,Earhart @ Audubon,7100 Earhart Boulevard,New Orleans,Louisiana,United States,70125,Surveillance,,"There is a surveillance camera on a utility pole on Earhart, just before it intersects with Audubon.",,,,,,,,,,,,,,,
29.970569,-90.07176,Bayou Rd/Barracks and N. Prieur,,New Orleans,Louisiana,United States,,Surveillance,,"On the corner with Bayou Rd/Barracks and N. Prieur.  It is a surveillance camera, though it does not flash.",,,,,,,,,,,,,,,
29.972991,-90.073736,Esplanade @ North Miro,Esplanade Avenue,New Orleans,Louisiana,United States,,Surveillance,//zeemapsimages.s3.amazonaws.com/d2d369500cd50f7485d60e24f220f40a-image.jpg,,,,,,,,,,,,,,,,
29.966646,-90.064631,Esplanade @ Henriette,,New Orleans,Louisiana,United States,,Surveillance,,Surveillance,,,,,,,,,,,,,,,
29.993997,-90.109423,Canal @ Florida,,New Orleans,Louisiana,United States,70124,Surveillance,,"Blue and red flasher crime cameras installed here, camera looks west from the middle ground to the southbound Canal Blvd.  Been up a few months.",,,,,,,,,,,,,,,
29.948734,-90.040222,Whitney @ Opelousas,622 Whitney Avenue,New Orleans,Louisiana,United States,70114,Surveillance,//zeemapsimages.s3.amazonaws.com/cee59b619b04057da29e4cafcc3e6834-image.jpg,Police cameras on the corner of Whitney and Opelousas,,,,,,,,,,,35,,,,
29.923719,-90.07817,Clay Square Park,625 Third Street,New Orleans,Louisiana,United States,70130,Surveillance,,,,,,,,,,,,,,,,,
29.974918,-90.091978,Jeff Davis @ Tolousse,,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
30.03272,-90.026882,Hayne @ Downman,,New Orleans,Louisiana,United States,70126,Surveillance,,,,,,,,,,,,,,,,,
29.983375,-90.072023,St. Bernard @ North Broad,1835 North Broad Street,New Orleans,Louisiana,United States,70119,Surveillance,,Flashing lights camera,,,,,,,,,,,,,,,
29.979591,-90.077773,"Stallings Playground, New Orleans, LA, USA",,New Orleans,Louisiana,United States,70119,Surveillance,,Red/Blue light surveillance camera,,,,,,,,,,,,,,,
29.920532,-90.104972,Magazine @ Valence,,New Orleans,Louisiana,United States,70115,Surveillance,,,,,,,,,,,,,,,,,
30.011209,-90.009757,Chef Menteur Hwy @ Dale,,New Orleans,Louisiana,United States,70126,Surveillance,,,,,,,,,,,,,,,,,
29.964787,-90.031242,St. Claude @ Poland,,New Orleans,Louisiana,United States,70117,Surveillance,,cop camera,,,,,,,,,,,,,,,
29.978773,-90.082711,Esplanade @ Gayoso,3006 Esplanade Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.954302,-90.01148,Tricou @ Chartres,,New Orleans,Louisiana,United States,70117,Surveillance,,"Tricou @ Chartres, by what used to be St. Maurice Elementary. Police surveillance camera on electrical pole. Flashes.",,,,,,,,,,,,,,,
29.96995,-90.064294,St. Bernard @ Urquhart,1338 Saint Bernard Avenue,New Orleans,Louisiana,United States,70116,Surveillance,,,,,Riverbound,In front of a house,,Surveillance,,,,,,,,,
29.948539,-90.051177,Opelousas @ Nunez,,New Orleans,Louisiana,United States,70114,Surveillance,,Red and blue flashing crime camera,,,,,,,,,,,,,,,
29.965011,-90.057464,Dauphine between Elysian Fields and Frenchmen,,New Orleans,Louisiana,United States,,Surveillance,,Lake side of the block.,,,,,,,,,,,,,,,
29.943754,-90.086761,Saint Andrew & Magnolia,,New Orleans,Louisiana,United States,70113,Surveillance,,,,,,,,,,,,,,,,,
29.931411,-90.073564,Magazine and St. Mary's St,1818 Magazine Street,New Orleans,Louisiana,United States,70130,Traffic,,,,,,,,,,,,,,,,,
29.97188,-90.115248,Job Corps near Eagle @ Dixon,4000 Eagle Street,New Orleans,Louisiana,United States,70118,Surveillance,,surveillance,,,,,,,,,,,,,,,
29.972967,-90.069807,Columbus @ North Prieur,,New Orleans,Louisiana,United States,,Surveillance,,,,,,,,,,,,,,,,,
29.96062,-90.037348,Charters Street between Bartholomew and Alvar,,New Orleans,Louisiana,United States,70117,Surveillance,,,,,,,,,,,,,,,,,
29.947249,-90.129814,Carrollton @ Oak,,New Orleans,Louisiana,United States,70118,Surveillance,,surveillance camera,,,,,,,,,,,,,,,
29.948705,-90.131563,Oak @ Dante,,New Orleans,Louisiana,United States,70118,Surveillance,,surveillance camera,,,,,,,,,,,,,,,
29.980021,-90.084899,Mystery near Grand Route St. John,Mystery Street,New Orleans,Louisiana,United States,70119,Surveillance,,"by the Alcee Fortier Park between Esplanade and Grand Route St. John, on Mystery Street; in front of a  house directly across the street (towards Carrollton) from the park, closer to Grand Route St. John than Esplanade",,,,,,,,,,,,,,,
29.971184,-90.080136,Dumaine and Dorgenois,,New Orleans,Louisiana,United States,,Surveillance,,,,,,,,,,,,,,,,,
29.951715,-90.100984,Washington @ South White,,New Orleans,Louisiana,United States,70125,Surveillance,,Crime camera near Propeller,,,,,,,,,,,,,,,
29.952137,-90.135602,Oak @ Eagle,,New Orleans,Louisiana,United States,70118,Surveillance,,on utility pole in front of Cowbell,,,,,,,,,,,,,,,
29.954302,-90.102546,,,New Orleans,Louisiana,United States,70125,Traffic,,,,,,,,,,,,,,,,,
29.964629,-90.009104,North Claiborne @ Tupelo,,New Orleans,Louisiana,United States,70117,Surveillance,,,,,,,,,,,,,,,,,
29.974082,-90.100797,S. Carrollton Near Canal,,New Orleans,Louisiana,United States,70119,Surveillance,,This is an NOPD Crime Camera w/ blue and red flashing lights outside of Juan's Flying Burrito on S. Carrollton near Canal.,,,,,,,,,,,,,,,
29.975197,-90.04858,North Derbigny @ Franklin Ave,,New Orleans,Louisiana,United States,70117,Surveillance,,"Not in my neighborhood, you don't",,,,,,,,,,,,,,,
29.945922,-90.071688,St. Charles @ Julia,,New Orleans,Louisiana,United States,70130,Surveillance,,Crime camera on lakeside of St Charles on lamp post,,,,,,,,,,,,,,,
29.989383,-90.073155,Paris Ave @ Gentilly Blvd,,New Orleans,Louisiana,United States,70119,Surveillance,,On pole in front of Paris Ave Superette,,,,,,,,,,,,,,,
30.056921,-89.969702,Hayne Blvd @ Bullard Ave,,New Orleans,Louisiana,United States,70128,Surveillance,,on pole by Family Ranch,,,,,,,,,,,,,,,
29.988765,-90.075118,St Bernard @ Desaix,,New Orleans,Louisiana,United States,70119,Surveillance,,on utility pole at corner by bus stop,,,,,,,,,,,,,,,
29.989453,-90.066251,N. Broad @ Treasure St,,New Orleans,Louisiana,United States,70122,Surveillance,,"on left side, just before the 610 entrance",,,,,,,,,,,,,,,
29.94403,-90.087676,Josephine and Clara,,New Orleans,Louisiana,United States,,Surveillance,,Real time crime camera,,,,,,,,,,,,,,,
29.923789,-90.080606,Washington and Annunciation,,New Orleans,Louisiana,United States,,Surveillance,,Real time crime camera,,,,,,,,,,,,,,,
29.943482,-90.083492,MLK @ Rev. John Rafael Jr. Way,,New Orleans,Louisiana,United States,70113,Surveillance,,,,,,,,,,,,,,,,,
29.969436,-90.052175,N. Rampart & St. Roch,2381 Saint Claude Avenue,New Orleans,Louisiana,United States,70117,Surveillance,,,,,,,,,,,,,,,,,
30.004499,-90.106796,Harrison near Vicksburg,,New Orleans,Louisiana,United States,70124,Surveillance,,Crime camera by Chase,,,,,,,,,,,,,,,
29.970867,-90.082869,Broad and Orleans,,New Orleans,Louisiana,United States,70119,Surveillance,,On a light pole by Cricket Wireless,,,,,,,,,,,,,,,
29.973468,-90.07802,Dorgenois and Governor Nicholls,,New Orleans,Louisiana,United States,,Surveillance,,,,,,,,,,,,,,,,,
29.971908,-90.120447,Palm @ Mistletoe,,New Orleans,Louisiana,United States,70118,Surveillance,,,,,,,,,,,,,,,,,
29.955102,-90.129438,Leonidas @ Hickory,8601 Hickory Street,New Orleans,Louisiana,United States,70118,Surveillance,,"Outside of Pigeon Town Food Mart. Predominately black neighborhood that people socialize outside and often walk or bike.  Currently being gentrified faster due to the controversial ""French School"" that is moved in nearby.",,,,,,,,,,,,,,,
29.956329,-90.131244,Eagle @ Hickory,1730 Eagle Street,New Orleans,Louisiana,United States,70118,Surveillance,,"Outside of Don's Food Mart/Okra Abbey. Black neighborhood that a French school moved into, whose parents and staff complained that black people are socializing outside, and some who considered buying the corner store so that their children were not exposed to the neighbors and neighborhood.",,,,,,,,,,,,,,,
29.921115,-90.022659,Garden Oaks by Bus Stop,Garden Oaks Drive,New Orleans,Louisiana,United States,70114,Surveillance,,near apartments and bus stop,,,,,,,,,,,,,,,
29.989326,-90.049106,Abundance and Franklin,2940 Constitution Street,New Orleans,Louisiana,United States,70122,Surveillance,,abundance and franklin ave,,,,,,,,,,,,,,,
29.977013,-90.047599,Almonaster @ N. Prieur,1842 Almonaster Avenue,New Orleans,Louisiana,United States,70117,Surveillance,,almonaster and n prieur,,,,,,,,,,,,,,,
30.022494,-90.051857,Franklin @ Robert E Lee,6211 Franklin Avenue,New Orleans,Louisiana,United States,70122,Surveillance,,Franklin ave and robert e lee,,,,,,,,,,,,,,,
30.031895,-90.052686,Franklin Near Lakeshore,,New Orleans,Louisiana,United States,70122,Surveillance,,on franklin right before/after the incline,,,,,,,,,,,,,,,
30.014381,-90.058,Mandeville and Odin,2270 Odin Street,New Orleans,Louisiana,United States,70122,Surveillance,,,,,,,,,,,,,,,,,
29.9999,-90.059244,Gentilly @ Elysian Fields,3216 Gentilly Boulevard,New Orleans,Louisiana,United States,70122,Surveillance,,on gentilly and Elysian Fields,,,,,,,,,,,,,,,
29.998453,-90.060539,Gentilly @ Frenchmen,3105 Gentilly Boulevard,New Orleans,Louisiana,United States,70122,Surveillance,,on gentilly and frenchman st,,,,,,,,,,,,,,,
30.005231,-90.036292,Chef Menteur and Louisa,4490 Chef Menteur Highway,New Orleans,Louisiana,United States,70126,Surveillance,,on chef menteur and Louisa,,,,,,,,,,,,,,,
29.985824,-90.076388,Gentilly and Belfort,1833 Gentilly Boulevard,New Orleans,Louisiana,United States,70119,Surveillance,,gentilly and belfort ave,,,,,,,,,,,,,,,
29.976135,-90.076376,Bayou Road and De Soto,2500 Bayou Road,New Orleans,Louisiana,United States,70119,Surveillance,,bayou road and de soto,,,,,,,,,,,,,,,
29.940437,-90.077992,Baronne and MLK,1501 Baronne Street,New Orleans,Louisiana,United States,70113,Surveillance,,baronne st and martin luther king blvd,,,,,,,,,,,,,,,
29.907519,-90.018059,Behrman @ Tullis,,New Orleans,Louisiana,United States,70114,Surveillance,,on a light pole on the neutral ground,,,,,,,,,,,,,,,
29.907519,-90.018059,General Meyer near Odeon,,New Orleans,Louisiana,United States,70114,Surveillance,,In front of the church,,,,,,,,,,,,,,,
29.945248,-90.040827,Whitney @ Newton,,New Orleans,Louisiana,United States,70114,Surveillance,,behind the Old Algiers sign,,,,,,,,,,,,,,,
29.946531,-90.052229,Homer @ Teche,840 Teche Street,New Orleans,Louisiana,United States,70114,Surveillance,,on a light post at the corner,,,,,,,,,,,,,,,
29.9392,-90.041224,L.B. Landry near Lawrence,1527 L B Landry Avenue,New Orleans,Louisiana,United States,70114,Surveillance,,on the neutral ground,,,,,,,,,,,,,,,
29.930466,-90.041921,General De Gaulle + L.B. Landry,1415 Erie Street,New Orleans,Louisiana,United States,70114,Surveillance,,on post in front of abandoned building,,,,,,,,,,,,,,,
29.930466,-90.041921,St. Charles @ Lafayette,1415 Erie Street,New Orleans,Louisiana,United States,70114,Surveillance,,on park side,,,,,,,,,,,,,,,
29.941454,-90.073548,St. Charles near Clio,1134 Saint Charles Avenue,New Orleans,Louisiana,United States,70130,Surveillance,,in front of scooter store,,,,,,,,,,,,,,,
29.941454,-90.073548,St. Charles near Clio,1134 Saint Charles Avenue,New Orleans,Louisiana,United States,70130,Surveillance,,in front of scooter store,,,,,,,,,,,,,,,
29.925468,-90.021534,General De Gaulle + Westbend,,New Orleans,Louisiana,United States,70114,Surveillance,,,,,,,,,,,,,,,,,
29.93,-90.032116,General De Gaulle at Shirley,1864 Shirley Drive,New Orleans,Louisiana,United States,70114,Surveillance,,by the fire station,,,,,,,,,,,,,,,
29.925578,-90.07339,Jackson + St. Thomas,600 Jackson Avenue,New Orleans,Louisiana,United States,70130,Surveillance,,by the auto yard,,,,,,,,,,,,,,,
29.928246,-90.09131,Louisiana + St. Charles,3338 Saint Charles Avenue,New Orleans,Louisiana,United States,70115,Surveillance,,"neutral ground, Fresh Market side",,,,,,,,,,,,,,,
29.93993,-90.089155,Freret + Second,2502 Freret Street,New Orleans,Louisiana,United States,70113,Surveillance,,,,,,,,,,,,,,,,,
29.943754,-90.082131,Thalia + S. Liberty,2321 Thalia Street,New Orleans,Louisiana,United States,70113,Surveillance,,,,,,,,,,,,,,,,,
29.943219,-90.082538,S. Liberty + MLK,,New Orleans,Louisiana,United States,70113,Surveillance,,appears like 3 connected cameras,,,,,,,,,,,,,,,
29.967216,-90.077638,Galvez + Orleans,2139 Orleans Avenue,New Orleans,Louisiana,United States,70116,Surveillance,,,,,,,,,,,,,,,,,
29.98017,-90.067289,A.P. Tureaud + N. Tonti,2240 A P Tureaud Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.978822,-90.056379,N. Galvez + Marigny,2102 Marigny Street,New Orleans,Louisiana,United States,70117,Surveillance,,,,,,,,,,,,,,,,,
29.97781,-90.055123,Mandeville @ N. Johnson,1998 Mandeville Street,New Orleans,Louisiana,United States,70117,Surveillance,,,,,,,,,,,,,,,,,
29.975995,-90.0522,St. Roch + N. Roman,2423 North Roman Street,New Orleans,Louisiana,United States,70117,Surveillance,,near playground,,,,,,,,,,,,,,,
29.974841,-90.066672,St. Bernard + N. Roman,1739 Saint Bernard Avenue,New Orleans,Louisiana,United States,70116,Surveillance,,,,,,,,,,,,,,,,,
29.974142,-90.080209,Ursullines + Crete,1101 North Broad Street,New Orleans,Louisiana,United States,70119,Surveillance,,in front of Sxpress,,,,,,,,,,,,,,,
29.969811,-90.078312,Dumaine + N. Tonti,2402 Dumaine Street,New Orleans,Louisiana,United States,70119,Surveillance,,across from school,,,,,,,,,,,,,,,
29.956729,-90.104713,Jefferson Davis + Thalia,4503 Thalia Street,New Orleans,Louisiana,United States,70125,Surveillance,,across from the Shell,,,,,,,,,,,,,,,
29.954118,-90.102368,Washington + Martin Luther King,4340 Washington Avenue,New Orleans,Louisiana,United States,70125,Surveillance,,neutral ground,,,,,,,,,,,,,,,
29.950649,-90.101537,S. Broad + Elba,3401 South Broad Avenue,New Orleans,Louisiana,United States,70125,Surveillance,,on neutral ground,,,,,,,,,,,,,,,
30.03752,-90.01148,Hayne + Sheephead,7220 Hayne Boulevard,New Orleans,Louisiana,United States,70126,Surveillance,,,,,,,,,,,,,,,,,
30.033029,-90.026074,Hayne + Alabama,5900 Hayne Boulevard,New Orleans,Louisiana,United States,70126,Surveillance,,,,,,,,,,,,,,,,,
30.010148,-90.020878,Downman + Chef,,New Orleans,Louisiana,United States,70126,Surveillance,,,,,,,,,,,,,,,,,
30.010213,-90.019902,Chef Menteur near Downman,5937 Chef Menteur Highway,New Orleans,Louisiana,United States,70126,Surveillance,,in front of post office and across from Banner Chevrolet,,,,,,,,,,,,,,,
30.012458,-89.998597,Chef Menteur + Wilson,7601 Chef Menteur Highway,New Orleans,Louisiana,United States,70126,Surveillance,,,,,,,,,,,,,,,,,
29.943047,-90.071897,Surveillance Camera,1000 Andrew Higgins Boulevard,New Orleans,Louisiana,United States,70130,Surveillance,,Flashing Lights,,,,,,,,,,,,,,,
29.96943,-90.088885,Bienville and Gayoso,3001 Bienville Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.968755,-90.084262,Greenway at N Broad,,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.969094,-90.084643,Greenway at N Broad,501 North Broad Street,New Orleans,Louisiana,United States,70119,Surveillance,,By bike rack on lake side,,,,,,,,,,,,,,,
29.970284,-90.087067,Greenway at N Dupre,2917 Saint Louis Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.970962,-90.088221,Greenway btwn N Gayoso and N Salcedo,3052 Lafitte Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,"Unmarked, no police decal",,,,,,,,,,,,,,,
29.971576,-90.089363,Greenway at N Lopez,400 North Lopez Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.972658,-90.091262,Greenway at Jeff Davis,3301 Conti Street,New Orleans,Louisiana,United States,70119,Surveillance,,Double sided,,,,,,,,,,,,,,,
29.973086,-90.091836,Greenway at Jeff Davis (lake side),449 North Jefferson Davis Parkway,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.974582,-90.093124,Greenway at Wrong Iron,400 North Genois Street,New Orleans,Louisiana,United States,70119,Surveillance,,Behind bar at bike racks,,,,,,,,,,,,,,,
29.975753,-90.094792,Greenway at N Cortez,494 North Cortez Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.976334,-90.095586,Greenway at N Scott,509 North Scott Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.977426,-90.097195,Greenway at N Carrollton,510 North Carrollton Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.977426,-90.097195,Greenway at N Carrollton,510 North Carrollton Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.977547,-90.097619,Greenway at N Carrollton (lake side),401 North Carrollton Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.978788,-90.099384,Greenway at N Solomon,157 Saint Louis Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.967891,-90.082975,Greenway @ N Dorgenois,2530 Lafitte Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.967861,-90.082976,Greenway @ N Dorgenois,2530 Lafitte Avenue,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.966583,-90.081099,Greenway @ N Tonti,2402 Saint Louis Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.966583,-90.081099,Greenway @ N Tonti,2402 Saint Louis Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.966583,-90.081099,Greenway @ N Tonti,2402 Saint Louis Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.968755,-90.084262,Greenway at N Broad,,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.969045,-90.084697,Greenway at N Broad,501 North Broad Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.965478,-90.079441,Greenway at North Galvez,525 North Galvez Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.965478,-90.079441,Greenway at N Galvez,525 North Galvez Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.965313,-90.079184,Galvez @ Greenway,432 North Galvez Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.965313,-90.079184,Galvez @ Greenway,432 North Galvez Street,New Orleans,Louisiana,United States,70119,Surveillance,,,,,,,,,,,,,,,,,
29.964677,-90.077093,Greenway @ N Prieur,554 North Prieur Street,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.964677,-90.077093,Greenway @ N Prieur,554 North Prieur Street,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.964249,-90.07615,Greenway @ N Roman,1901 Saint Louis Street,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.964249,-90.07615,Greenway @ N Roman,1901 Saint Louis Street,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.964249,-90.07615,Greenway @ N Roman,1901 Saint Louis Street,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.963694,-90.075141,Greenway @ N Derbigny,1763 Lafitte Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.963694,-90.075141,Greenway @ N Derbigny,1763 Lafitte Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.963255,-90.07454,Greenway @ N Claiborne,1731 Lafitte Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.963255,-90.07454,Greenway @ N Claiborne,1731 Lafitte Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.962904,-90.074009,Greenway @ Lemann Playground,590 North Claiborne Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.962904,-90.074009,Greenway @ Lemann Playground,590 North Claiborne Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.963255,-90.07454,Greenway @ N Claiborne,1731 Lafitte Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,,,,,,,,,,,,,,,,
29.96198,-90.072295,Greenway near N Villerie,1502 Lafitte Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,curve near basketball court,,,,,,,,,,,,,,,
29.96198,-90.072295,Greenway near N Villerie,1502 Lafitte Avenue,New Orleans,Louisiana,United States,70112,Surveillance,,curve near basketball court,,,,,,,,,,,,,,,
29.943219,-90.082538,S. Liberty + MLK,,New Orleans,Louisiana,United States,70113,Surveillance,,,,,,,,,,,,,,,,,
29.943219,-90.082538,S. Liberty + MLK,,New Orleans,Louisiana,United States,70113,Surveillance,,,,,,,,,,,,,,,,,
29.963086,-90.11288,Carrollton @ Olive,3394 South Carrollton Avenue,New Orleans,Louisiana,United States,70118,Surveillance,,,,,,,,,,,,,,,,,
